id_protac,linker_canonical,warhead_canonical,e3_ligand_canonical,smiles_canonical
638,CCCCCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
639,CCOCCOC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
640,CCOCCOCCOC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
641,CCOCCOCCOCCOC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1
642,CCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
643,CCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
644,CCCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
645,CCCCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
646,CCCCCCCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
647,CCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
648,CCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
649,CCCCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
650,CCOCCOCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)COCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
651,CCOCCOCCOCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)COCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
652,CCOCCOCCOCCOCC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)COCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
653,CCOCCOCCNC=O,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)NCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
654,CCOCCOCCNC=S,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=S)NCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
655,CCOCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
656,CCOCCOCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
657,CCOCCOCCOCC,[R1]N1CCN(CC1)CC[C@H](CSC2=CC=CC=C2)NC3=C(C=C(C=C3)S(=O)(=O)NC(=O)C4=CC=C(C=C4)N5CCN(CC5)CC6=C(CCC(C6)(C)C)C7=CC=C(C=C7)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1
658,CCOCCOCC1=CN(CCCC=O)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F)C(=O)CCCN1C=C(COCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1
659,CCOCCOCCOCC1=CN(CCCC=O)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F)C(=O)CCCN1C=C(COCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1
660,CCOCCOCC1=CN(CCCCCCC=O)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F)C(=O)CCCCCCN1C=C(COCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1
661,CCOCCOCCOCC1=CN(CCCCCCC=O)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F)C(=O)CCCCCCN1C=C(COCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1
662,CCCCCCCN1C=C(COCCOCC)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCCCCN1C=C(COCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
663,CCCCCCCN1C=C(COCCOCCOCC)N=N1,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCCCCN1C=C(COCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
664,CCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
665,CCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
666,CCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
667,CCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
668,CCCCCCCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
669,CCOCCOCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
670,CCOCCOCCOCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
671,CCOCCOCCOCCOCC,[R1]N(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C5)(C)C)C6=CC=C(C=C6)Cl)S(=O)(=O)C(F)(F)F,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(CCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F
672,OCCN1C=CN=N1,[R1]C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=C(C=CC(=C4C(=C3)OC)OC)OC,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,COC1=CC=C(OC)C2=C1C(OC)=CC1=C2OC(C2=CC=C(C3=CN(CCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=CC1=O
673,OCCCCCN1C=CN=N1,[R1]C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=C(C=CC(=C4C(=C3)OC)OC)OC,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,COC1=CC=C(OC)C2=C1C(OC)=CC1=C2OC(C2=CC=C(C3=CN(CCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=CC1=O
